"id_identificador";"latitud";"longitud";"descripcion";"direccion";"fechaAlta";"Zona";"Barrio";"codigo_unico";"Potencia";"Marca";"Telegestión";"Fabricante";"Modelo";"Tecnología";"Fotocélula";"Status"
1222351;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BEIRO FRANCISCO 1780;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222352;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BEIRO FRANCISCO 1816;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222353;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BEIRO FRANCISCO 1816;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222354;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BEIRO FRANCISCO 1838;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222355;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BEIRO FRANCISCO 1838;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222356;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BEIRO FRANCISCO 1864;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222357;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BEIRO FRANCISCO 1864;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222358;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BEIRO FRANCISCO 1888;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222359;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BEIRO FRANCISCO 1888;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222360;-34.52582825097683;-58.47550392150879;FAROLA WAY 45 FACETADA Soporte: BRAZO/N;BEIRO FRANCISCO 1906;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"45";LUMENAC;No;LUMENAC;FAROLA WAY;LED;No;
1222361;-34.52582825097683;-58.47550392150879;LUMENAC 180W FLOW Soporte: COL 9/2 M   ;BEIRO FRANCISCO 1906;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"180";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222362;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BEIRO FRANCISCO 1936;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222363;-34.52582825097683;-58.47550392150879;PHILCO 240 Soporte: COL 9/2 M   ;BEIRO FRANCISCO 1936;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"240";PHILCO;No;PHILCO;PHILCO 240;LED;No;
1222364;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BEIRO FRANCISCO 1953;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222365;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 6,5/2 M ;BEIRO FRANCISCO 1953;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222366;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BEIRO FRANCISCO 1966;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222367;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 6,5/2 M ;BEIRO FRANCISCO 1966;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222368;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BEIRO FRANCISCO 1991;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222369;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 6,5/2 M ;BEIRO FRANCISCO 1991;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222370;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOEDO MARIANO 10;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222371;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOEDO MARIANO 10;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222372;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOEDO MARIANO 30;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222373;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOEDO MARIANO 30;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222375;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOEDO MARIANO 60;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222376;-34.52582825097683;-58.47550392150879;LUMENAC 100W FLOW Soporte: COL 9/2 M   ;BOEDO MARIANO 60;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222377;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOEDO MARIANO 90;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222378;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOEDO MARIANO 90;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222379;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 1560;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222380;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;BOGADO CNEL 1560;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222381;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/NH    ;BOGADO CNEL 1596;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222382;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL H 8/2 M ;BOGADO CNEL 1596;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222383;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 1601;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222384;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;BOGADO CNEL 1601;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222385;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/NH    ;BOGADO CNEL 1652;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222386;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL H 8/2 M ;BOGADO CNEL 1652;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222387;-34.52582825097683;-58.47550392150879;CANOPIA FA-05 160 Soporte: BRAZO/N;BOGADO CNEL 1671;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"160";--;No;--;FA-05 160;LED;No;
1222388;-34.52582825097683;-58.47550392150879;ITALAVIA 100W     Soporte: COL 6,5/2 M ;BOGADO CNEL 1671;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";ITALAVIA;Si;ELT / ITALAVIA;"82302011-146";LED;Si;
1222389;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/NH    ;BOGADO CNEL 1701;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222390;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL H 8/2 M ;BOGADO CNEL 1701;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222391;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 1704;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222392;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;BOGADO CNEL 1704;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222393;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/NH    ;BOGADO CNEL 1724;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222394;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL H 8/2 M ;BOGADO CNEL 1724;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222395;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 1754;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222396;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;BOGADO CNEL 1754;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222397;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/NH    ;BOGADO CNEL 1770;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222398;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL H 8/2 M ;BOGADO CNEL 1770;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222399;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/NH    ;BOGADO CNEL 1780;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222400;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL H 8/2 M ;BOGADO CNEL 1780;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222401;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 1782;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222402;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;BOGADO CNEL 1782;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222403;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/NH    ;BOGADO CNEL 1852;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222404;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL H 8/2 M ;BOGADO CNEL 1852;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222405;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 1854;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222406;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;BOGADO CNEL 1854;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222407;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/NH    ;BOGADO CNEL 1884;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222408;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL H 8/2 M ;BOGADO CNEL 1884;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222409;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 1886;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222410;-34.52582825097683;-58.47550392150879;LUMENAC 100W FLOW Soporte: COL 6,5/2 M ;BOGADO CNEL 1886;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222411;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2001;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222412;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2001;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222413;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2051;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222414;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2051;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222415;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2109;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222416;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2109;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222417;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2171;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222418;-34.52582825097683;-58.47550392150879;LUMENAC 100W FLOW Soporte: COL 9/2 M   ;BOGADO CNEL 2171;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222419;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2207;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222420;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2207;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222421;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2251;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222422;-34.52582825097683;-58.47550392150879;LUMENAC 100W FLOW Soporte: COL 9/2 M   ;BOGADO CNEL 2251;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222423;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2311;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222424;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2311;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222425;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: BRAZO D;BOGADO CNEL 2341;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222426;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2341;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222427;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL D 9/2 M ;BOGADO CNEL 2341;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222428;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2401;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222429;-34.52582825097683;-58.47550392150879;LUMENAC 100W FLOW Soporte: COL 9/2 M   ;BOGADO CNEL 2401;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222430;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: BRAZO D;BOGADO CNEL 2451;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222431;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2451;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222432;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL D 9/2 M ;BOGADO CNEL 2451;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222433;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2481;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222434;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2481;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222435;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2499;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222436;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2499;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222437;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2505;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222438;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2505;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222439;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: BRAZO D;BOGADO CNEL 2551;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222440;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2551;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222441;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL D 9/2 M ;BOGADO CNEL 2551;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222442;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2591;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222443;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2591;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222444;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2599;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222445;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2599;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222446;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2605;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222447;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2605;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222448;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2651;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222449;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2651;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222450;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2679;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222451;-34.52582825097683;-58.47550392150879;LUMENAC 100W FLOW Soporte: COL 9/2 M   ;BOGADO CNEL 2679;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222452;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: BRAZO D;BOGADO CNEL 2699;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222453;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2699;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222454;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL D 9/2 M ;BOGADO CNEL 2699;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222455;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2701;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222456;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2701;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222457;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2755;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222458;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;BOGADO CNEL 2755;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222459;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2777;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222460;-34.52582825097683;-58.47550392150879;LUMINARIA VIAL 105W QIPOWER  Soporte: COL 9/2 M   ;BOGADO CNEL 2777;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"105";QUISUR;No;QUISUR;QIPOWER;LED;Si;
1222461;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: BRAZO D;BOGADO CNEL 2799;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222462;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;BOGADO CNEL 2799;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222463;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL D 9/2 M ;BOGADO CNEL 2799;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222464;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: BRAZO;BOGADO CNEL 2800;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
